room_avg_temp,room_max_temp,room_min_temp,room_std_temp,room_avg_speed,room_max_speed,machine_machine_1_box_temp,machine_machine_1_surround_temp,machine_machine_2_box_temp,machine_machine_2_surround_temp,machine_machine_3_box_temp,machine_machine_3_surround_temp,machine_machine_4_box_temp,machine_machine_4_surround_temp,machine_machine_6_box_temp,machine_machine_6_surround_temp,sim_ambient_mean,sim_ambient_median,ambient_cell_count,human_count,frame,sim_time_s,sim_time_min,real_datetime,timestamp,ambient_temp_mean_c,background_pixels,background_confidence,date,time
20.81428519852916,30.009952545166016,20.644601657247648,0.619193729736835,0.0,0.0,,20.774584147596997,26.880054473876957,20.973806758034407,24.909532906353796,21.139651507482373,23.013527270260735,20.959344142063753,23.195072378035054,20.97945123278509,20.763375933801747,20.766905684718147,6884,5,1,30.0,0.5,2025-04-23 14:29:30,2025-04-23 14:29:30,22.91330909729004,197432.0,0.833345864019004,2025-04-23,14:29:30
20.78165046489809,30.009952545166016,20.607426915017655,0.6328483010495194,0.0,0.0,,20.751499290581503,26.880054473876957,21.129135892765017,24.909904531869863,21.264731966774274,23.013687893041883,21.015593629821932,23.195434543540415,21.038835233871673,20.732154130074633,20.737527223201457,6884,5,2,60.0,1.0,2025-04-23 14:30:00,2025-04-23 14:30:00,21.21241569519043,245897.0,0.9120931477407208,2025-04-23,14:30:00
20.753557303664056,30.009952545166016,20.579923614120673,0.6417065650690033,0.0,0.0,,20.73046698696616,26.880054473876957,21.242590826327252,24.9100542589002,21.32805354491742,23.013745911203845,21.038945969456677,23.195548095789924,21.062878349227258,20.705205248506807,20.712005656764166,6884,5,3,90.0,1.5,2025-04-23 14:30:30,2025-04-23 14:30:30,21.41639709472656,244250.0,0.9064485670419652,2025-04-23,14:30:30
20.72989815904553,30.009952545166016,20.559527299168888,0.6484114732067099,0.0,0.0,,20.711279493509853,26.880054473876957,21.330026470114074,24.910134137445503,21.36551358875531,23.013772992903295,21.04896996578739,23.195595522532056,21.074511234522372,20.6820220439945,20.688925000914615,6884,5,4,120.0,2.0,2025-04-23 14:31:00,2025-04-23 14:31:00,21.178009033203125,246213.0,0.9152693755000753,2025-04-23,14:31:00
20.710053085829845,30.009952545166016,20.544373416952318,0.6537816495562228,0.0,0.0,,20.693758779331553,26.880054473876957,21.400637285661936,24.910183876002193,21.38982544329326,23.013787609748388,21.05293514992773,23.19562084718013,21.08080759239917,20.66206579644657,20.668303511253008,6884,5,5,150.0,2.5,2025-04-23 14:31:30,2025-04-23 14:31:30,21.27680969238281,246959.0,0.9152116975894784,2025-04-23,14:31:30
20.693394435509727,30.009952545166016,20.533098327739033,0.658164961288868,0.0,0.0,,20.677747630619134,26.880054473876957,21.45939481785663,24.91021778824571,21.406653539735853,23.013796207462935,21.053943119410594,23.19563657699893,21.084335043106474,20.644850575098268,20.64998451943037,6884,5,6,180.0,3.0,2025-04-23 14:32:00,2025-04-23 14:32:00,21.25925636291504,246577.0,0.9145115547070488,2025-04-23,14:32:00
20.664806482352617,28.848115255907356,20.524699958740175,0.5475691018151849,0.0,0.0,,20.70204680852007,24.65207862854004,21.441220971063423,23.34507965956832,21.279395507796682,21.965013211782072,20.964333633267188,22.30461331287545,21.008550819008764,20.718205452385785,20.63530821217529,7025,0,7,210.0,3.5,2025-04-23 14:32:30,2025-04-23 14:32:30,21.22359085083008,247059.0,0.913629246961252,2025-04-23,14:32:30
20.64574779498592,27.782306556003928,20.51843909911934,0.47847334189001817,0.0,0.0,,20.726936986163867,24.65207862854004,21.42150729711567,23.344949789016344,21.232167359722208,21.964933625217125,20.924782739001625,22.304473945733058,20.978171078139226,20.693383345591265,20.621001482805294,7025,0,8,240.0,4.0,2025-04-23 14:33:00,2025-04-23 14:33:00,21.20672607421875,246913.0,0.914030827659945,2025-04-23,14:33:00
20.629517859009397,26.82804993021664,20.513768776904286,0.42190725523918676,0.0,0.0,,20.749739149359442,24.62590217590332,21.401266700778457,23.361957291706645,21.209031221957392,21.9450036970664,20.900319817870702,22.277577643647383,20.959149313753542,20.67158185386729,20.60827021141067,7025,0,9,270.0,4.5,2025-04-23 14:33:30,2025-04-23 14:33:30,21.223848342895508,247172.0,0.9135789045684788,2025-04-23,14:33:30
20.615618095003693,25.981312586977605,20.51028329079947,0.3752004062294295,0.0,0.0,,20.769767862050248,24.62590217590332,21.381398320440415,23.36193485621931,21.1942131252933,21.944986161443076,20.884206682064928,22.27755100301784,20.946633406017195,20.652411840875672,20.596783206599458,7025,0,10,300.0,5.0,2025-04-23 14:34:00,2025-04-23 14:34:00,21.234888076782227,247427.0,0.9145036339000998,2025-04-23,14:34:00
